N,K,p,lambda_sum,max_evals_per_run,num_parallel_runs,repetition,total_wall_time_s,best_energy,best_ar,most_probable_bitstring,selected_assets_count,constraint_satisfied
20,8,12,100,1,3,0,63.400574207997124,-2400.0673847955986,N/A (Brute-force not feasible or not computed),01000011010101010010,8,True
20,8,12,100,1,4,0,75.37342812499992,-2400.0672127351286,N/A (Brute-force not feasible or not computed),10100010010010101010,8,True
20,8,12,100,2,1,0,75.19310583399783,-2400.054023936414,N/A (Brute-force not feasible or not computed),10100001010100101001,8,True
20,8,12,100,2,2,0,98.3814944170008,-2400.0683220415526,N/A (Brute-force not feasible or not computed),01000010101010010101,8,True
20,8,12,100,2,3,0,128.0518607080012,-2400.0670795287624,N/A (Brute-force not feasible or not computed),10000101010100101001,8,True
20,8,12,100,2,4,0,150.80617370899563,-2400.069195622524,N/A (Brute-force not feasible or not computed),10100100001001011010,8,True
20,8,12,100,3,1,0,106.24911429200438,-2400.067426160889,N/A (Brute-force not feasible or not computed),00011001001001010101,8,True
20,8,12,100,3,2,0,141.19785229199624,-2400.0674407970705,N/A (Brute-force not feasible or not computed),10000101010010101010,8,True
20,8,12,100,3,3,0,174.2922736670007,-2400.0705836569905,N/A (Brute-force not feasible or not computed),10000101010010101010,8,True
20,8,12,100,3,4,0,226.1719404579926,-2400.069804153697,N/A (Brute-force not feasible or not computed),10100001010100101100,8,True
